iShares MSCI ACWI ETF
Fund Holdings as of,"Sep 21, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"206,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PHOENIXLTD","PHOENIX MILLS","Real Estate","Equity","1,256,476.00","0.00","1,256,476.00","62,411.00","20.13","India","National Stock Exchange Of India","USD","95.82","INR","-"
"1519","FORTUNE ELECTRIC","Industrials","Equity","1,250,259.67","0.00","1,250,259.67","55,297.00","22.61","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"9660","HORIZON ROBOTICS","Information Technology","Equity","1,253,095.97","0.00","1,253,095.97","2,310,600.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"010950","S-OIL","Energy","Equity","1,247,154.31","0.00","1,247,154.31","11,194.00","111.41","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"2600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","1,243,643.45","0.00","1,243,643.45","1,232,000.00","1.01","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","1,242,482.94","0.00","1,242,482.94","105,117.00","11.82","China","NYSE","USD","1.00","USD","-"
"IOC","INDIAN OIL CORP","Energy","Equity","1,237,206.56","0.00","1,237,206.56","868,267.00","1.42","India","National Stock Exchange Of India","USD","95.82","INR","-"
"APLAPOLLO","APL APOLLO TUBES LTD","Materials","Equity","1,235,481.48","0.00","1,235,481.48","54,275.00","22.76","India","National Stock Exchange Of India","USD","95.82","INR","-"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","1,230,970.87","0.00","1,230,970.87","151,340.00","8.13","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","1,233,063.91","0.00","1,233,063.91","42,183.00","29.23","Norway","Oslo Bors Asa","USD","9.43","NOK","-"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Equity","1,223,867.39","0.00","1,223,867.39","459,000.00","2.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"BVT","BIDVEST GROUP","Industrials","Equity","1,216,688.88","0.00","1,216,688.88","85,142.00","14.29","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"ABB","ABB INDIA LTD","Industrials","Equity","1,214,157.31","0.00","1,214,157.31","16,000.00","75.88","India","National Stock Exchange Of India","USD","95.82","INR","-"
"2331","LI NING LTD","Consumer Discretionary","Equity","1,214,736.45","0.00","1,214,736.45","744,000.00","1.63","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"1530","3SBIO INC","Health Care","Equity","1,214,816.75","0.00","1,214,816.75","553,500.00","2.19","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"F34","WILMAR INTERNATIONAL","Consumer Staples","Equity","1,215,760.81","0.00","1,215,760.81","425,000.00","2.86","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"SIEMENS","SIEMENS LTD","Industrials","Equity","1,205,495.85","0.00","1,205,495.85","29,716.00","40.57","India","National Stock Exchange Of India","USD","95.82","INR","-"
"005830","DB INSURANCE LTD","Financials","Equity","1,206,395.92","0.00","1,206,395.92","8,850.00","136.32","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"3808","SINOTRUK (HONG KONG) LTD","Industrials","Equity","1,202,342.64","0.00","1,202,342.64","252,500.00","4.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","1,198,423.36","0.00","1,198,423.36","96,424.00","12.43","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","1,199,133.78","0.00","1,199,133.78","40,003.00","29.98","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"7203","AL-ELM INFORMATION SECURITY COMPAN","Information Technology","Equity","1,194,459.68","0.00","1,194,459.68","7,490.00","159.47","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","1,195,060.17","0.00","1,195,060.17","41,700.00","28.66","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"6886","HUATAI SECURITIES H","Financials","Equity","1,191,906.55","0.00","1,191,906.55","554,000.00","2.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"BARN","BARRY CALLEBAUT AG","Consumer Staples","Equity","1,192,812.77","0.00","1,192,812.77","865.00","1,378.97","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"601398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","1,187,580.85","0.00","1,187,580.85","980,091.00","1.21","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"MIL","BANK MILLENNIUM SA","Financials","Equity","1,185,631.54","0.00","1,185,631.54","194,362.00","6.10","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"SUZLON","SUZLON ENERGY","Industrials","Equity","1,180,247.49","0.00","1,180,247.49","2,609,296.00","0.45","India","National Stock Exchange Of India","USD","95.82","INR","-"
"TRUE.R","TRUE CORPORATION NON-VOTING DR","Communication","Equity","1,180,533.22","0.00","1,180,533.22","3,093,090.00","0.38","Thailand","Stock Exchange Of Thailand","USD","33.28","THB","-"
"OPCE","OPC ENERGY LTD","Utilities","Equity","1,170,546.09","0.00","1,170,546.09","37,417.00","31.28","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"FALABELLA","FALABELLA SACI","Consumer Discretionary","Equity","1,166,485.80","0.00","1,166,485.80","170,213.00","6.85","Chile","Santiago Stock Exchange","USD","951.40","CLP","-"
"IGM","IGM FINANCIAL INC","Financials","Equity","1,168,377.10","0.00","1,168,377.10","18,624.00","62.74","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"DEMANT","DEMANT","Health Care","Equity","1,164,592.58","0.00","1,164,592.58","24,815.00","46.93","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"EDPR","EDP RENEWABLES SA","Utilities","Equity","1,160,490.14","0.00","1,160,490.14","78,777.00","14.73","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.87","EUR","-"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT","Real Estate","Equity","1,161,248.25","0.00","1,161,248.25","271,328.00","4.28","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","1,162,831.31","0.00","1,162,831.31","754,000.00","1.54","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"003230","SAM YANG FOODS INC","Consumer Staples","Equity","1,153,743.80","0.00","1,153,743.80","1,249.00","923.73","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"JINDALSTEL","JINDAL STEEL LTD","Materials","Equity","1,153,948.59","0.00","1,153,948.59","97,795.00","11.80","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MYR","MYR CASH","Cash and/or Derivatives","Cash","1,151,642.95","0.00","1,151,642.95","4,695,824.00","24.52","Malaysia","-","USD","4.08","MYR","-"
"ADNOCLS","ADNOC LOGISTICS & SERVICES PLC","Energy","Equity","1,152,856.14","0.00","1,152,856.14","576,860.00","2.00","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT","Real Estate","Equity","1,147,427.09","0.00","1,147,427.09","674,500.00","1.70","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"BBNI","BANK NEGARA INDONESIA","Financials","Equity","1,144,183.13","0.00","1,144,183.13","5,635,576.00","0.20","Indonesia","Indonesia Stock Exchange","USD","17,830.00","IDR","-"
"EMAARDEV","EMAAR DEVELOPMENT","Real Estate","Equity","1,144,772.80","0.00","1,144,772.80","314,235.00","3.64","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"135","KUNLUN ENERGY LTD","Utilities","Equity","1,142,494.44","0.00","1,142,494.44","1,192,000.00","0.96","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"MUTHOOTFIN","MUTHOOT FINANCE LTD","Financials","Equity","1,136,452.16","0.00","1,136,452.16","38,151.00","29.79","India","National Stock Exchange Of India","USD","95.82","INR","-"
"HAVELLS","HAVELLS INDIA LTD","Industrials","Equity","1,130,762.05","0.00","1,130,762.05","98,219.00","11.51","India","National Stock Exchange Of India","USD","95.82","INR","-"
"270","GUANGDONG INVESTMENT LTD","Utilities","Equity","1,131,958.93","0.00","1,131,958.93","1,022,000.00","1.11","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"2018","AAC TECHNOLOGIES HOLDINGS","Information Technology","Equity","1,132,030.31","0.00","1,132,030.31","220,500.00","5.13","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"011200","HMM LTD","Industrials","Equity","1,127,471.82","0.00","1,127,471.82","73,812.00","15.27","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"247540","ECOPRO BM LTD","Industrials","Equity","1,128,578.42","0.00","1,128,578.42","15,077.00","74.85","Korea (South)","Korea Exchange (Kosdaq)","USD","1,381.35","KRW","-"
"601211","GUOTAI HAITONG SECURITIES LTD A","Financials","Equity","1,129,312.52","0.00","1,129,312.52","428,732.00","2.63","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"VOD","VODACOM GROUP LTD","Communication","Equity","1,123,403.99","0.00","1,123,403.99","119,982.00","9.36","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materials","Equity","1,125,718.05","0.00","1,125,718.05","444,500.00","2.53","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumer Discretionary","Equity","1,126,150.00","0.00","1,126,150.00","90,092.00","12.50","China","NYSE","USD","1.00","USD","-"
"603993","CHINA MOLYBDENUM A","Materials","Equity","1,122,198.40","0.00","1,122,198.40","427,000.00","2.63","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"HLBANK","HONG LEONG BANK","Financials","Equity","1,114,251.38","0.00","1,114,251.38","198,400.00","5.62","Malaysia","Bursa Malaysia","USD","4.08","MYR","-"
"EMP.A","EMPIRE CLASS A","Consumer Staples","Equity","1,114,667.84","0.00","1,114,667.84","33,415.00","33.36","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"CDR","CD PROJEKT RED","Communication","Equity","1,110,892.32","0.00","1,110,892.32","16,970.00","65.46","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"IDEA","VODAFONE IDEA LTD","Communication","Equity","1,106,376.24","0.00","1,106,376.24","7,659,597.00","0.14","India","National Stock Exchange Of India","USD","95.82","INR","-"
"2313","SHENZHOU INTERNATIONAL GROUP","Consumer Discretionary","Equity","1,107,006.89","0.00","1,107,006.89","250,300.00","4.42","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"BOSCHLTD","BOSCH LTD","Consumer Discretionary","Equity","1,108,999.88","0.00","1,108,999.88","2,234.00","496.42","India","National Stock Exchange Of India","USD","95.82","INR","-"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","1,105,163.22","0.00","1,105,163.22","695,378.00","1.59","Philippines","Philippine Stock Exchange Inc.","USD","62.80","PHP","-"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","1,099,709.29","0.00","1,099,709.29","121,464.00","9.05","India","National Stock Exchange Of India","USD","95.82","INR","-"
"SALIK","SALIK COMPANY P.J.S.C","Industrials","Equity","1,096,673.16","0.00","1,096,673.16","752,861.00","1.46","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","1,097,939.68","0.00","1,097,939.68","1,526,000.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"000858","WULIANGYE YIBIN LTD A","Consumer Staples","Equity","1,089,791.05","0.00","1,089,791.05","103,800.00","10.50","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"9626","BILIBILI INC","Communication","Equity","1,089,302.50","0.00","1,089,302.50","72,428.00","15.04","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"THYAO.E","TURK HAVA YOLLARI AO A","Industrials","Equity","1,083,145.49","0.00","1,083,145.49","180,102.00","6.01","Turkey","Istanbul Stock Exchange","USD","48.80","TRY","-"
"601939","CHINA CONSTRUCTION BANK CORP A","Financials","Equity","1,083,846.82","0.00","1,083,846.82","663,700.00","1.63","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"CLS","CLICKS GROUP","Consumer Staples","Equity","1,085,852.88","0.00","1,085,852.88","85,382.00","12.72","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) A","Information Technology","Equity","1,086,231.24","0.00","1,086,231.24","57,700.00","18.83","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"259960","KRAFTON","Communication","Equity","1,073,008.29","0.00","1,073,008.29","7,411.00","144.79","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"CPLE3","CIA PARANAENSE DE ENERGIA COPEL","Utilities","Equity","1,073,505.66","0.00","1,073,505.66","340,538.00","3.15","Brazil","XBSP","USD","5.11","BRL","-"
"002916","SHENNAN CIRCUITS LTD A","Information Technology","Equity","1,050,545.86","0.00","1,050,545.86","17,800.00","59.02","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"CPF.R","CHAROEN POKPHAND FOODS NON-VOTING","Consumer Staples","Equity","1,050,851.39","0.00","1,050,851.39","1,540,400.00","0.68","Thailand","Stock Exchange Of Thailand","USD","33.28","THB","-"
"YESBANK","YES BANK","Financials","Equity","1,045,991.37","0.00","1,045,991.37","4,325,549.00","0.24","India","National Stock Exchange Of India","USD","95.82","INR","-"
"2611","GUOTAI HAITONG SECURITIES CO LTD H","Financials","Equity","1,037,378.29","0.00","1,037,378.29","550,312.00","1.89","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"SOF","SOFINA SA","Financials","Equity","1,038,055.01","0.00","1,038,055.01","3,672.00","282.70","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"601995","CHINA INTERNATIONAL CAPITAL A","Financials","Equity","1,039,086.81","0.00","1,039,086.81","218,700.00","4.75","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"CBQK","COMMERCIAL BANK OF QATAR","Financials","Equity","1,032,988.89","0.00","1,032,988.89","900,003.00","1.15","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"RICHTER","GEDEON RICHTER","Health Care","Equity","1,030,106.53","0.00","1,030,106.53","25,206.00","40.87","Hungary","Budapest Stock Exchange","USD","315.65","HUF","-"
"002384","SUZHOU DONGSHAN PRECISION MANUFACT","Information Technology","Equity","1,028,560.37","0.00","1,028,560.37","35,300.00","29.14","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"MANKIND","MANKIND PHARMA LTD","Health Care","Equity","1,029,197.92","0.00","1,029,197.92","40,452.00","25.44","India","National Stock Exchange Of India","USD","95.82","INR","-"
"688361","SKYVERSE TECHNOLOGY LTD A","Information Technology","Equity","1,023,003.57","0.00","1,023,003.57","17,693.00","57.82","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"TIINDIA","TUBE INVESTMENTS OF INDIA LTD","Consumer Discretionary","Equity","1,023,356.10","0.00","1,023,356.10","37,888.00","27.01","India","National Stock Exchange Of India","USD","95.82","INR","-"
"BSE","BSE LTD","Financials","Equity","1,023,554.84","0.00","1,023,554.84","31,026.00","32.99","India","National Stock Exchange Of India","USD","95.82","INR","-"
"000333","MIDEA GROUP A","Consumer Discretionary","Equity","1,026,200.31","0.00","1,026,200.31","84,900.00","12.09","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Equity","1,009,823.66","0.00","1,009,823.66","1,035,000.00","0.98","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"603986","GIGADEVICE SEMICONDUCTOR INC A","Information Technology","Equity","1,012,480.56","0.00","1,012,480.56","17,300.00","58.52","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"688012","ADVANCED MICRO-FABRICATION EQUIPME","Information Technology","Equity","1,008,399.68","0.00","1,008,399.68","19,090.00","52.82","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","1,008,896.19","0.00","1,008,896.19","16,751.00","60.23","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"ABCAPITAL","ADITYA BIRLA CAPITAL LTD","Financials","Equity","1,002,556.86","0.00","1,002,556.86","238,129.00","4.21","India","National Stock Exchange Of India","USD","95.82","INR","-"
"SMPH","SM PRIME HOLDINGS","Real Estate","Equity","1,002,671.59","0.00","1,002,671.59","3,815,925.00","0.26","Philippines","Philippine Stock Exchange Inc.","USD","62.80","PHP","-"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energy","Equity","997,958.90","0.00","997,958.90","909,529.00","1.10","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"688498","YUANJIE SEMICONDUCTOR TECHNOLOGY L","Information Technology","Equity","994,952.12","0.00","994,952.12","3,622.00","274.70","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"1766","CRRC CORP LTD H","Industrials","Equity","989,663.33","0.00","989,663.33","1,479,000.00","0.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"9202","ANA HOLDINGS","Industrials","Equity","990,204.48","0.00","990,204.48","52,300.00","18.93","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"VEDL","VEDANTA LTD","Materials","Equity","991,847.30","0.00","991,847.30","364,818.00","2.72","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MBK","MBANK SA","Financials","Equity","987,603.90","0.00","987,603.90","2,468.00","400.16","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"TIMS3","TIM","Communication","Equity","984,954.72","0.00","984,954.72","258,500.00","3.81","Brazil","XBSP","USD","5.11","BRL","-"
"ADANIENSOL","ADANI ENERGY SOLUTIONS LTD","Utilities","Equity","978,854.22","0.00","978,854.22","67,108.00","14.59","India","National Stock Exchange Of India","USD","95.82","INR","-"
"BZU","BUZZI","Materials","Equity","972,361.30","0.00","972,361.30","22,661.00","42.91","Italy","Borsa Italiana","USD","0.87","EUR","-"
"8069","E INK HOLDINGS","Information Technology","Equity","969,218.42","0.00","969,218.42","213,000.00","4.55","Taiwan","Gretai Securities Market","USD","31.76","TWD","-"
"AXIA7","AXIA ENERGIA PRF SA","Utilities","Equity","963,407.39","0.00","963,407.39","89,137.00","10.81","Brazil","XBSP","USD","5.11","BRL","-"
"LODHA","LODHA DEVELOPERS LTD","Real Estate","Equity","964,998.11","0.00","964,998.11","81,250.00","11.88","India","National Stock Exchange Of India","USD","95.82","INR","-"
"GFC","GECINA SA","Real Estate","Equity","959,871.91","0.00","959,871.91","12,822.00","74.86","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"600999","CHINA MERCHANTS SECURITIES LTD A","Financials","Equity","961,454.49","0.00","961,454.49","359,300.00","2.68","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"5110","SAUDI ENERGY","Utilities","Equity","956,782.71","0.00","956,782.71","223,911.00","4.27","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"SALM","SALMAR","Consumer Staples","Equity","957,549.92","0.00","957,549.92","17,034.00","56.21","Norway","Oslo Bors Asa","USD","9.43","NOK","-"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","959,341.56","0.00","959,341.56","695,000.00","1.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"600406","NARI TECHNOLOGY LTD A","Industrials","Equity","953,003.79","0.00","953,003.79","288,620.00","3.30","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","947,889.65","0.00","947,889.65","444,000.00","2.13","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","943,833.28","0.00","943,833.28","916,257.00","1.03","India","National Stock Exchange Of India","USD","95.82","INR","-"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","943,855.36","0.00","943,855.36","7,519.00","125.53","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"JSL","JINDAL STAINLESS LTD","Materials","Equity","941,592.25","0.00","941,592.25","120,061.00","7.84","India","National Stock Exchange Of India","USD","95.82","INR","-"
"AUGO","AURA MINERALS INC","Materials","Equity","938,482.05","0.00","938,482.05","10,527.00","89.15","Brazil","NASDAQ","USD","1.00","USD","-"
"601919","COSCO SHIPPING HOLDINGS LTD A","Industrials","Equity","933,985.40","0.00","933,985.40","374,100.00","2.50","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"2228","XTALPI HOLDINGS LTD","Health Care","Equity","934,402.90","0.00","934,402.90","863,000.00","1.08","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"1988","CHINA MINSHENG BANKING H","Financials","Equity","934,422.66","0.00","934,422.66","2,071,000.00","0.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"AYV","AYVENS SA","Industrials","Equity","930,497.56","0.00","930,497.56","79,048.00","11.77","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"601166","INDUSTRIAL BANK A","Financials","Equity","931,129.30","0.00","931,129.30","351,500.00","2.65","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Financials","Equity","932,566.79","0.00","932,566.79","19,095.00","48.84","India","National Stock Exchange Of India","USD","95.82","INR","-"
"ENRIN","SIEMENS ENERGY INDIA LTD","Industrials","Equity","923,046.21","0.00","923,046.21","27,512.00","33.55","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MBRF3","MARFRIG GLOBAL FOODS SA","Consumer Staples","Equity","924,654.40","0.00","924,654.40","280,430.00","3.30","Brazil","XBSP","USD","5.11","BRL","-"
"LTF","L&T FINANCE LTD","Financials","Equity","925,177.26","0.00","925,177.26","288,002.00","3.21","India","National Stock Exchange Of India","USD","95.82","INR","-"
"300408","CHAOZHOU THREE-CIRCLE (GROUP) LTD","Information Technology","Equity","919,523.38","0.00","919,523.38","47,400.00","19.40","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"688008","MONTAGE TECHNOLOGY A","Information Technology","Equity","921,413.30","0.00","921,413.30","29,353.00","31.39","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"VOLTAS","VOLTAS LTD","Industrials","Equity","922,119.14","0.00","922,119.14","77,361.00","11.92","India","National Stock Exchange Of India","USD","95.82","INR","-"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Equity","917,791.06","0.00","917,791.06","62,791.00","14.62","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"3888","KINGSOFT","Communication","Equity","904,299.73","0.00","904,299.73","283,800.00","3.19","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"TRY","TRY CASH","Cash and/or Derivatives","Cash","901,822.67","0.00","901,822.67","44,010,975.00","2.05","Turkey","-","USD","48.80","TRY","-"
"COPEC","EMPRESAS COPEC SA","Consumer Discretionary","Equity","899,681.52","0.00","899,681.52","131,685.00","6.83","Chile","Santiago Stock Exchange","USD","951.40","CLP","-"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","901,956.53","0.00","901,956.53","16,252.00","55.50","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"600028","CHINA PETROLEUM & CHEMICAL A","Energy","Equity","896,566.74","0.00","896,566.74","1,132,220.00","0.79","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","896,818.99","0.00","896,818.99","219,910.00","4.08","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","892,707.41","0.00","892,707.41","280,071.00","3.19","New Zealand","New Zealand Exchange Ltd","USD","1.75","NZD","-"
"600309","WANHUA CHEMICAL GROUP LTD A","Materials","Equity","881,268.33","0.00","881,268.33","83,653.00","10.53","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","877,411.23","0.00","877,411.23","15,117,357.00","5.80","Mexico","-","USD","17.23","MXN","-"
"RAA","RATIONAL AG","Industrials","Equity","872,876.74","0.00","872,876.74","1,343.00","649.95","Germany","Xetra","USD","0.87","EUR","-"
"CENCOSUD","CENCOSUD","Consumer Staples","Equity","871,266.49","0.00","871,266.49","407,331.00","2.14","Chile","Santiago Stock Exchange","USD","951.40","CLP","-"
"AAF","AIRTEL AFRICA PLC","Communication","Equity","871,541.22","0.00","871,541.22","204,806.00","4.26","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"BIM","BIOMERIEUX SA","Health Care","Equity","866,410.56","0.00","866,410.56","10,445.00","82.95","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"2615","WAN HAI LINES","Industrials","Equity","864,346.90","0.00","864,346.90","234,600.00","3.68","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"BANKBARODA","BANK OF BARODA LTD","Financials","Equity","864,896.86","0.00","864,896.86","354,696.00","2.44","India","National Stock Exchange Of India","USD","95.82","INR","-"
"HUF","HUF CASH","Cash and/or Derivatives","Cash","859,731.59","0.00","859,731.59","271,377,843.00","0.32","Hungary","-","USD","315.65","HUF","-"
"CZK","CZK CASH","Cash and/or Derivatives","Cash","861,166.35","0.00","861,166.35","18,256,511.00","4.72","Czech Republic","-","USD","21.20","CZK","-"
"UPL","UPL","Materials","Equity","860,802.52","0.00","860,802.52","147,310.00","5.84","India","National Stock Exchange Of India","USD","95.82","INR","-"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","857,136.89","0.00","857,136.89","280,501.00","3.06","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"000100","YUHAN","Health Care","Equity","857,440.33","0.00","857,440.33","15,667.00","54.73","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","859,389.36","0.00","859,389.36","178,000.00","4.83","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"090430","AMOREPACIFIC","Consumer Staples","Equity","855,083.79","0.00","855,083.79","8,146.00","104.97","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumer Discretionary","Equity","850,225.48","0.00","850,225.48","774,855.00","1.10","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
